Class,Order,Family,Genus,Species,Common.Name,X.M.F.Both.,Length..cm.,Height,Diet,Feeding.Guild,Habitat,Water.Column,reference
Actinopterygii,Eupercaria,Labridae,Halichoeres,trimaculatus,Threespot wrasse,Both,12.7,3.06,"Crustaceans, mollusks, forams, polychaetes, fish eggs, small fishes","Invertivore, piscivore","Sand, rubble with isolated coral heads",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5634&what=species&TotRec=7
Actinopterygii,Eupercaria,Labridae,Halichoeres,melasmapomus,Cheekspot wrasse,Both,14.5,4.15,Benthic invertebrates,Invertivore,Outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4856&what=species&TotRec=6
Actinopterygii,Eupercaria,Labridae,Halichoeres,rubricephalus,Redhead wrasse,Both,11,2.82,Unknown,Invertivore,Coastal patch reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=58181&what=species
Actinopterygii,Eupercaria,Labridae,Halichoeres,podostigma,Axil spot wrasse,Both,11.7,3.3,Unknown,Invertivore,"Coastal, lagoon reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4861&what=species&TotRec=4
Actinopterygii,Eupercaria,Labridae,Halichoeres,prosopeion,Twotone wrasse,Both,12.2,3.11,Unknown,Invertivore,"Lagoons, patch reefs, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=4862&what=species&TotRec=6
Actinopterygii,Eupercaria,Labridae,Halichoeres,argus,Argus wrasse,M,10.8,3.14,Unknown,Invertivore,"Seagrass, weed- covered",Benthic,
Actinopterygii,Eupercaria,Labridae,Halichoeres,argus,Argus wrasse,F,7.7,1.81,Unknown,Invertivore,"Seagrass, weed- covered",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4857&what=species&TotRec=11
Actinopterygii,Eupercaria,Labridae,Halichoeres,nigrescens,Bubblefin wrasse,M,10.1,2.9,Unknown,Invertivore,"Silty, weedy reefs near shore",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=58179&what=species&TotRec=17
Actinopterygii,Eupercaria,Labridae,Halichoeres,nigrescens,Bubblefin wrasse,F,8.2,2.23,Unknown,Invertivore,"Silty, weedy reefs near shore",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=58179&what=species&TotRec=17
Actinopterygii,Eupercaria,Labridae,Halichoeres,nebulosus,Nebulous wrasse,Both,6.2,1.57,Unknown,Invertivore,Weedy areas near reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=6663&what=species&TotRec=16
Actinopterygii,Eupercaria,Labridae,Halichoeres,marginatus,Dusky wrasse,Both,11.7,3.81,Invertebrates,Invertivore,"Lagoons, outer reefs",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=9&ID=5631&what=species&TotRec=15
Actinopterygii,Eupercaria,Labridae,Halichoeres,melanochir,Orangefin wrasse,M,10.4,2.71,Unknown,Invertivore,"Sand, Rubble fringes of coral reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=6929&what=species&TotRec=9
Actinopterygii,Eupercaria,Labridae,Halichoeres,melanochir,Orangefin wrasse,F,7.2,1.87,Unknown,Invertivore,"Sand, Rubble fringes of coral reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=6929&what=species&TotRec=9
Actinopterygii,Eupercaria,Labridae,Halichoeres,pallidus,Pale wrasse,Both,7.9,1.98,Invertebrates,Invertivore,Steep outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=56789&what=species&TotRec=5
Actinopterygii,Eupercaria,Labridae,Halichoeres,trispilus,Triplespot wrasse,Both,8.6,2.02,Invertebrates,Invertivore,"Sand patches, rubble patches below overhanging reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=25689&what=species&TotRec=3
Actinopterygii,Eupercaria,Labridae,Halichoeres,hortulanus,Checkerboard wrasse,M,23.4,6.36,"Mollusks, crustaceans, sea urchins",Invertivore,"Lagoons, seaward reefs",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=12663&what=species&TotRec=12
Actinopterygii,Eupercaria,Labridae,Halichoeres,hortulanus,Checkerboard wrasse,F,20.1,5.49,"Mollusks, crustaceans, sea urchins",Invertivore,"Lagoons, seaward reefs",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=12663&what=species&TotRec=12
Actinopterygii,Eupercaria,Labridae,Halichoeres,margaritaceus,Pink-belly wrasse,Both,6.8,1.52,"Crustaceans, mollusks, polychaetes, forams, fishes, fish eggs","Invertivore, piscivore",Reef flats,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=5630&what=species&TotRec=7
Actinopterygii,Eupercaria,Labridae,Halichoeres,cosmetus,Adorned wrasse,M,10.2,2.59,Unknown,Invertivore,"Lagoons, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=25372&what=species&TotRec=8
Actinopterygii,Eupercaria,Labridae,Halichoeres,cosmetus,Adorned wrasse,F,4.7,1.16,Unknown,Invertivore,"Lagoons, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=25372&what=species&TotRec=8
Actinopterygii,Eupercaria,Labridae,Halichoeres,binotopsis,Saowisata wrasse,Both,6.7,1.93,Unknown,Invertivore,"Coastal reefs, lagoons",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=12789&what=species&TotRec=8
Actinopterygii,Eupercaria,Labridae,Halichoeres,biocellatus,Red-lined wrasse,M,10.9,3.13,Unknown,Invertivore,Seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5627&what=species&TotRec=7
Actinopterygii,Eupercaria,Labridae,Halichoeres,biocellatus,Red-lined wrasse,F,8.9,2.46,Unknown,Invertivore,Seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=5627&what=species&TotRec=7
Actinopterygii,Eupercaria,Labridae,Halichoeres,ornatissimus,Ornamented wrasse,M,10.7,2.65,"Crustaceans, mollusks",Invertivore,"Lagoons, seaward reefs",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=6664&what=species&TotRec=6
Actinopterygii,Eupercaria,Labridae,Halichoeres,ornatissimus,Ornamented wrasse,F,NA,NA,"Crustaceans, mollusks",Invertivore,"Lagoons, seaward reefs",Benthopelagic,
Actinopterygii,Eupercaria,Labridae,Halichoeres,papilionaceus,Weed wrasse,Both,9.1,2.57,Unknown,Invertivore,"Seagrass beds, weedy areas",,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=56813&what=species&TotRec=3
Actinopterygii,Eupercaria,Labridae,Halichoeres,iridis,Rainbow wrasse,M,10.4,2.46,Unknown,Invertivore,Steep seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=12790&what=species&TotRec=3
Actinopterygii,Eupercaria,Labridae,Halichoeres,iridis,Rainbow wrasse,F,8.4,2.04,Unknown,Invertivore,Steep seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=12790&what=species&TotRec=3
Actinopterygii,Eupercaria,Labridae,Halichoeres,dussumieri,Bubblefin wrasse,M,10.1,2.9,Unknown,Invertivore,Shallow weedy areas,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=58179&what=species&TotRec=17
Actinopterygii,Eupercaria,Labridae,Halichoeres,dussumieri,Bubblefin wrasse,F,8.2,2.28,Unknown,Invertivore,Shallow weedy areas,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=58179&what=species&TotRec=17
Actinopterygii,Eupercaria,Labridae,Halichoeres,timorensis,Timor wrasse,M,12.7,4.02,Unknown,Invertivore,Shallow coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=4860&what=species&TotRec=2
Actinopterygii,Eupercaria,Labridae,Halichoeres,timorensis,Timor wrasse,F,9.5,2.49,Unknown,Invertivore,Shallow coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=4860&what=species
Actinopterygii,Eupercaria,Labridae,Halichoeres,purpurascens,Greyhead wrasse,M,9.6,2.65,Benthic invertebrates,Invertivore,"Shallow lagoons, channel reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=56811&what=species&TotRec=10
Actinopterygii,Eupercaria,Labridae,Halichoeres,purpurascens,Greyhead wrasse,F,7.1,1.83,Benthic invertebrates,Invertivore,"Shallow lagoons, channel reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=56811&what=species&TotRec=10
Actinopterygii,Carangiformes,Scombridae,Gymnosarda,unicolor,Dogtooth tuna,Both,NA,NA,"Fishes, squids","Invertivore, piscivore","Coral reefs, deep lagoons, outer reef slopes",Benthic,https://www.fishbase.se/photos/ThumbnailsSummary.php?ID=106
Actinopterygii,Perciformes,Lethrinidae,Gymnocranius,griseus,Grey large-eye bream,Both,30,10.14,Invertebrates,Invertivore,Sand or rubble bottoms of coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=1833&what=species&TotRec=7
Actinopterygii,Perciformes,Lethrinidae,Gymnocranius,satoi (sp.),Blacknape large-eye bream,Both,47.2,16.45,Unknown,Invertivore,"Sand or rubble bottoms of coastal reefs, lagoons, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=67934&what=species
Actinopterygii,Perciformes,Lethrinidae,Gymnocranius,microdon,Blue-spotted large-eye bream,Both,27.2,8.96,Invertebrates,Invertivore,Sand or rubble bottoms near reefs and on outer slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=1839&what=species&TotRec=3
Actinopterygii,Perciformes,Lethrinidae,Gymnocranius,frenatus,Yellowsnout large-eye bream,Both,NA,NA,Gastropods,Invertivore,Open sand and rubble bottoms of coastal reefs and lagoons,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=1838&what=species
Actinopterygii,Perciformes,Lethrinidae,Gymnocranius,grandoculis,Blue-lined large-eye bream,Both,46.2,14.41,"Small fishes, invertebrates","Invertivore, piscivore",Sand or rubble bottoms,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=1834&what=species&TotRec=8
Actinopterygii,Perciformes,Lethrinidae,Gymnocranius,euanus,Japanese large-eye bream,Both,34,NA,Gastropods,Invertivore,Open sand or rubble bottoms near reefs in lagoons and outer slopes,Benthic,https://www.fishbase.se/summary/Gymnocranius-euanus.html
Actinopterygii,Perciformes,Lethrinidae,Gymnocranius,audleyi,Collared large-eye bream,Both,24.5,8.22,Invertebrates,Invertivore,"Coastal reefs, offshore reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=1835&what=species
Actinopterygii,Eupercaria,Caesionidae,Gymnocaesio,gymnoptera,Slender fusilier,Both,13.2,2.34,Zooplankton,Invertivore,Coral reefs,Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=929&what=species&TotRec=7
Actinopterygii,Pecriformes,Serranidae,Grammistops,ocellatus,Ocellate soapfish,Both,13.7,3.54,NA,NA,"Caves and crevices in lagoons, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=7315&what=species&TotRec=3
Actinopterygii,Pecriformes,Serranidae,Grammistes,sexlineatus,Goldenstriped soapfish,Both,4.3,1.17,Fishes,Piscivore,"Ledges of lagoons, reef flats, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=4925&what=species&TotRec=11
Actinopterygii,Carangiformes,Scombridae,Grammatorcynus,bilineatus,Double-lined mackerel,Both,NA,NA,"Fishes, crustaceans","Invertivore, piscivore","Lagoons, outer reefs, around dropoffs, steep pinnacles",Benthic,https://www.fishbase.se/photos/ThumbnailsSummary.php?ID=104
Actinopterygii,Pecriformes,Serranidae,Gracila,albomarginata,Masked grouper,Both,30.3,8.12,Fishes,Piscivore,Steep outer reef slopes,Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=6477&what=species&TotRec=9
Actinopterygii,Eupercaria,Labridae,Gomphosus,varius,Bird wrasse,M,22.9,5.11,"Crustaceans, small fishes, mollusks, brittle stars",Invertivore,"Lagoons, seaward reefs",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=5626&what=species&TotRec=12
Actinopterygii,Eupercaria,Labridae,Gomphosus,varius,Bird wrasse,F,10.7,2.58,"Crustaceans, small fishes, mollusks, brittle stars",Invertivore,"Lagoons, seaward reefs",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=5626&what=species&TotRec=12
Actinopterygii,Eupercaria,Labridae,Gomphosus,caeruleus,Green birdmouth wrasse,M,24.3,4.62,Small invertebrates,Invertivore,"Rocky reefs, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=7744&what=species&TotRec=10
Actinopterygii,Eupercaria,Labridae,Gomphosus,caeruleus,Green birdmouth wrasse,F,15.8,3.23,Small invertebrates,Invertivore,"Rocky reefs, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=7744&what=species&TotRec=10
Actinopterygii,Perciformes,Lethrinidae,Gnathodentex,aurolineatus,Striped large-eye bream,Both,18.8,5.14,"Small fishes, benthic invertebrates (crabs,gastropods)","Invertivore, piscivore","Shallow coastal reefs, lagoons, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=1832&what=species&TotRec=10
Actinopterygii,Carangiformes,Carangidae,Gnathanodon,speciosus,Golden trevally,Both,46,13.44,"Crustaceans, small fishes","Invertivore, piscivore","Coastal, lagoons, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=4464&what=species&TotRec=9
Actinopterygii,Acropomatiformes,Glaucosomatidae,Glaucosoma,magnificum,Threadfin pearl-perch,Both,NA,NA,"Crustaceans, cuttlefish",Invertivore,"Coastal reefs, trawling ground",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=10794&what=species&TotRec=2
Actinopterygii,Eupercaria,Gerreidae,Gerres,erythrourus,Deep-bodied mojarra,Both,16.8,6.45,"Polychaetes, bivalves, crustaceans, fishes","Invertivore, piscivore","Sandy flats, slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=5800&what=species
Actinopterygii,Eupercaria,Gerreidae,Gerres,acinaces,Strongspine silver-biddy,Both,24.8,7.85,Small invertebrates,Invertivore,Sandy areas near reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=7699&what=species&TotRec=9
Actinopterygii,Eupercaria,Gerreidae,Gerres,oblongus,Slender silver-biddy,Both,35.8,9.29,Benthic organisms,Invertivore,Sandy areas near reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=5801&what=species
Actinopterygii,Eupercaria,Gerreidae,Gerres,oyena,Common silver-biddy,Both,9.8,2.72,Small organisms,Invertivore,"Along sandy beaches, sand bottoms near reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=5996&what=species&TotRec=11
Actinopterygii,Acanthuriformes,Leiognathidae,Gazza,minuta,Toothpony,Both,13,4.61,"Small fishes, shrimps, crustaceans, polycheates","Invertivore, piscivore",Silty coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4462&what=species&TotRec=6
Actinopterygii,Pecriformes,Serranidae,Epinephelus,chlorostigma,Brownspotted grouper,Both,41.1,10.58,"Crustaceans, small fishes","Invertivore, piscivore","Coastal, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=5524&what=species&TotRec=5
Actinopterygii,Pecriformes,Serranidae,Epinephelus,waandersi,Indonesian grouper,Both,NA,NA,NA,NA,Coastal reefs,Benthic,
Actinopterygii,Pecriformes,Serranidae,Epinephelus,socialis,Surge grouper,Both,42,11.13,"Crustaceans, octopus, fishes","Invertivore, piscivore",Reef flats,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=7362&what=species
Actinopterygii,Pecriformes,Serranidae,Epinephelus,cyanopodus,Speckled blue grouper,Both,24.9,7.66,"Fishes, crustaceans","Invertivore, piscivore","Lagoons, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=5349&what=species&TotRec=11
Actinopterygii,Pecriformes,Serranidae,Epinephelus,longispinis,Longspine grouper,Both,5.7,1.6,"Crustaceans, fishes, squids","Invertivore, piscivore",Coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=7352&what=species&TotRec=8
Actinopterygii,Pecriformes,Serranidae,Epinephelus,bontoides,Palemargin grouper,Both,16.7,4.77,NA,NA,Sheltered coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=6460&what=species&TotRec=5
Actinopterygii,Pecriformes,Serranidae,Epinephelus,corallicola,Coral grouper,Both,29.8,8.37,NA,NA,Silty coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=6466&what=species&TotRec=7
Actinopterygii,Pecriformes,Serranidae,Epinephelus,bleekeri,Duskytail grouper,Both,18.6,4.63,NA,NA,Silty coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=7333&what=species&TotRec=11
Actinopterygii,Pecriformes,Serranidae,Epinephelus,macrospilos,Snubnose grouper,Both,36.3,9.4,"Crustaceans, fish, octopus, squid","Invertivore, piscivore","Coastal, lagoons, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=6661&what=species
Actinopterygii,Pecriformes,Serranidae,Epinephelus,howlandi,Blacksaddle grouper,Both,32,8.54,"Fishes, crustaceans","Invertivore, piscivore","Lagoons, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=7348&what=species&TotRec=6
Actinopterygii,Pecriformes,Serranidae,Epinephelus,tauvina,Greasy grouper,Both,19,4.71,"Fishes, crustaceans","Invertivore, piscivore","Coastal, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=4461&what=species&TotRec=17
Actinopterygii,Pecriformes,Serranidae,Epinephelus,areolatus,Areolate grouper,Both,18.3,4.89,"Fish, prawn, crabs","Invertivore, piscivore",Fine sediment bottoms,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5367&what=species&TotRec=10
Actinopterygii,Pecriformes,Serranidae,Epinephelus,bilobatus,Frostback rockcod,Both,20.94,5.13,Unknown,Unknown,"Coastal reefs, coral patches",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=7331&what=species&TotRec=2
Actinopterygii,Pecriformes,Serranidae,Epinephelus,quoyanus,Longfin grouper,Both,22.9,5.96,"Fishes, crustaceans, shrimps, worms","Invertivore, piscivore",Coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=6475&what=species&TotRec=18
Actinopterygii,Pecriformes,Serranidae,Epinephelus,merra,Honeycomb grouper,Both,22.1,5.72,"Fishes, crustaceans","Invertivore, piscivore","Coastal, lagoon, sheltered outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=4923&what=species&TotRec=10
Actinopterygii,Pecriformes,Serranidae,Epinephelus,spilotoceps,Foursaddle grouper,Both,19.2,4.63,Unknown,Piscivore,"Coastal, lagoon, outer reefs",Benthic,https://www.fishbase.se/images/species/Epspi_u2.jpg
Actinopterygii,Pecriformes,Serranidae,Epinephelus,hexagonatus,Starspotted grouper,Both,19.3,4.9,"Fishes, crustaceans","Invertivore, piscivore","Coastal, lagoon, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=6660&what=species&TotRec=8
Actinopterygii,Pecriformes,Serranidae,Epinephelus,polyphekadion,Camouflage grouper,Both,31.3,8.3,"Fishes, crustaceans, gastropods, cephalopods","Invertivore, piscivore","Clear water lagoons, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=6473&what=species&TotRec=10
Actinopterygii,Pecriformes,Serranidae,Epinephelus,melanostigma,One-blotch grouper,Both,13.97,3.64,Unknown,Unknown,"Lagoons, reef flats, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=6471&what=species&TotRec=4
Actinopterygii,Pecriformes,Serranidae,Epinephelus,miliaris,Netfin grouper,Both,22,5.79,"Crab, gastropod, stomatopod",Invertivore,"Coastal reefs, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=7353&what=species
Actinopterygii,Pecriformes,Serranidae,Epinephelus,erythrurus,Cloudy grouper,Both,15,4.16,Unknown,Unknown,"Turbid harbors, estuaries",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=7343&what=species&TotRec=5
Actinopterygii,Pecriformes,Serranidae,Epinephelus,maculatus,Highfin grouper,Both,27.7,7.52,"Fishes, crustaceans, octopus","Invertivore, piscivore","Coastal, lagoon, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5350&what=species&TotRec=10
Actinopterygii,Pecriformes,Serranidae,Epinephelus,multinotatus,White-blotched grouper,Both,9.2,2.6,"Small fishes, crabs","Invertivore, piscivore",Coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=7354&what=species&TotRec=7
Actinopterygii,Pecriformes,Serranidae,Epinephelus,caeruleopunctatus,Whitespotted grouper,Both,19.6,4.92,"Fishes, crustaceans","Invertivore, piscivore","Coastal, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=6440&what=species&TotRec=12
Actinopterygii,Pecriformes,Serranidae,Epinephelus,ongus,White-streaked grouper,Both,8.1,2.14,"Crustaceans, small fishes","Invertivore, piscivore","Coastal, lagoon reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=6472&what=species&TotRec=10
Actinopterygii,Pecriformes,Serranidae,Epinephelus,malabaricus,Malabar grouper,Both,71.4,17.73,"Fishes, crustaceans, cephalopods","Invertivore, piscivore","Reefs, lagoons, estuaries",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=6439&what=species&TotRec=10
Actinopterygii,Pecriformes,Serranidae,Epinephelus,fuscoguttatus,Brown-marbled grouper,Both,65,21.2,"Fishes, crabs, cephalopods","Invertivore, piscivore","Coastal, lagoons, outer reef slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=4460&what=species&TotRec=6
Actinopterygii,Pecriformes,Serranidae,Epinephelus,coioides,Orange-spotted grouper,Both,20.7,5.37,"Small fishes, shrimps, crabs","Invertivore, piscivore","Turbid coastal reefs, estuaries",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=6465&what=species&TotRec=13
Actinopterygii,Pecriformes,Serranidae,Epinephelus,tukula,Potato grouper,Both,10.8,2.81,"Fishes, crabs, skates, lobsters","Invertivore, piscivore","Coastal reefs, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5525&what=species&TotRec=7
